Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788424708,10,,Aggregated,16.900000,0.000000,10,13,15,16,21,29,51,87,280,280,280,708,0,10,14.05144330886282,3.243040991947055,279.45937495678663,447.51129943502826
1788424709,10,,Aggregated,16.600000,0.000000,10,13,15,16,21,29,51,87,280,280,280,726,0,10,14.014644383776101,3.243040991947055,279.45937495678663,447.2258953168044
1788424710,10,,Aggregated,16.900000,0.000000,10,13,15,16,21,29,51,87,280,280,280,739,0,10,13.945997223045037,3.243040991947055,279.45937495678663,446.93234100135317
1788424711,10,,Aggregated,16.500000,0.000000,10,13,15,16,21,28,50,87,280,280,280,759,0,10,13.81312262304299,3.243040991947055,279.45937495678663,447.5032938076416
1788424712,10,,Aggregated,16.500000,0.000000,10,12,15,16,21,27,50,87,280,280,280,772,0,10,13.731142205615658,3.243040991947055,279.45937495678663,447.3445595854922
1788424713,10,,Aggregated,16.700000,0.000000,10,12,14,16,20,27,50,87,280,280,280,789,0,10,13.641744492786815,3.243040991947055,279.45937495678663,447.4790874524715
1788424714,10,,Aggregated,17.000000,0.000000,10,12,15,16,20,27,49,81,280,280,280,806,0,10,13.600111489961844,3.243040991947055,279.45937495678663,447.029776674938
1788424715,10,,Aggregated,16.500000,0.000000,10,12,15,16,20,27,49,81,280,280,280,823,0,10,13.543709885823526,2.947875065729022,279.45937495678663,446.5698663426488
1788424716,10,,Aggregated,16.200000,0.000000,10,12,14,16,20,27,49,81,280,280,280,839,0,10,13.431608348200154,2.947875065729022,279.45937495678663,446.7020262216925
1788424717,10,,Aggregated,16.200000,0.000000,10,12,14,16,20,27,46,81,280,280,280,855,0,10,13.433783803385689,2.947875065729022,279.45937495678663,446.97426900584793
